FID,Status,Narrative,Date_Time_,Quarter,Date_Time1,Location_1,Location_2,Location_3,Location_4,Location_5,Location_6,Location_7,Location_8,Location_9,Locatio_10,Locatio_11,Locatio_12,Func__Loca,Location_L,Locatio_13,Location_N,Actor_1__P,Actor_1__1,Actor_1__2,Actor_1__3,Actor_2__T,Actor_2__1,Actor_2__2,Actor_2__3,Act_OLD_1,Act_OLD_2,Act_OLD_3,Act_OLD_Mo,Act_1,Act_2,Act_3,Act_4,Act_Mode,NGO_Incide,Section,Region,Inserted_O,Inserted_1,Incident,lon,lat
915,Verified,"Five OAG operatives with rifles and on foot, stopped the driver of a tricycle truck in transit along the road and robbed him of the tricycle. No casualty was reported.",08/10/2022,4th,15:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Goneri Kadawye,NGAb16943569c7f3f3001bd0e466b8717c8, , , , ,Road/Roadside,11.63492,13.45065,Goneri Kadawye Secondary,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, , , ,11/10/2022,09:38,nga:63452ce6,13.45065,11.63492
917,Verified,"OAG operatives with rifles set up an informal VCP along the road. They stopped several commercial vehicles in transit and robbed the travellers of money, mobile phones, and other valuables before allowing them to continue their journey. Additionally, the",08/10/2022,4th,12:00,Nigeria,nga,Borno,NG008,Dikwa,NG008008,Gajibo,NGA15158, , , , ,Vehicle Check Point (VCP),12.11249,13.98778, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, ,NGALA - DIKWA RD, ,09/10/2022,21:21,nga:63432e92,13.98778,12.11249
919,Verified,Two OAG operatives with rifles arrived at a farmland and robbed farmers of mobile phones and two bicycles.,08/10/2022,4th,11:00,Nigeria,nga,Borno,NG008,Damboa,NG008007,Wass,NGA15095, , , , ,Farmland,11.180732,12.82873, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, , , ,11/10/2022,09:49,nga:63452fd4,12.82873,11.180732
920,Verified,OAG operatives with rifles stopped farmers riding on bicycles along a secondary road and robbed them of at least 40 bicycles.,08/10/2022,4th,10:00,Nigeria,nga,Borno,NG008,Dikwa,NG008008,Dikwa,NGA15147, , , , ,Road/Roadside,12.034881,13.9187,Kabiri- Gulumba Gana Secondary Road,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, , , ,09/10/2022,21:26,nga:63432f41,13.9187,12.034881
921,Verified,"OAG/ISWAP operatives with rifles arrived on foot and abducted three hunters on the outskirts of this location, while other hunters escaped. The operatives later executed the abductees by shootings. ISWAP claimed the attack via Amaq on 18.10.2022.",08/10/2022,4th,10:00,Nigeria,nga,Borno,NG008,Gwoza,NG008011,Fadagwe,NGA17062, , , , ,N/A,11.116667,13.616667, ,OAG,ISWAP, , ,Government Forces,Para Military/PSC,Para-Military/PSC (NGA), , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,20/10/2022,16:53,nga:63517255,13.616667,11.116667
923,Verified,"Vigilante members ambushed OAG operatives with small arms fire while crossing a secondary road, prompting the operatives to return fire. During the armed clash, vigilante members shot and killed two operatives and arrested three others. Subsequently, the",08/10/2022,4th,00:00,Nigeria,nga,Borno,NG008,Askira/uba,NG008002,Huyum,NGA12790, , , , ,Road/Roadside,10.76559,13.14117,Along Huyim-Moussa Secondary Road,Government Forces,Para Military/PSC,Para-Military/PSC (NGA), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,10/10/2022,22:45,nga:6344929d,13.14117,10.76559
925,Verified,"OAG operatives with rifles arrived on foot at a farm, robbed a farmer of money and other valuables, and subsequently shot and killed him while other farmers fled upon hearing the gunshot.",07/10/2022,4th,12:00,Nigeria,nga,Borno,NG008,Gwoza,NG008011,Kirawa,NGA17179, , , , ,Farmland,11.19509,13.90174,Sabon Gari,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,07/10/2022,15:53,nga:63403e5f,13.90174,11.19509
926,Verified,"GF/NA opened small arms fire towards the southern outskirts of the location upon sighting OAG movements, prompting them to return small arms fire until they withdrew from the area. No casualties were reported.",07/10/2022,4th,04:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Goneri Kadawye,NGAb16943569c7f3f3001bd0e466b8717c8, , , , ,Population Centre Outskirts,11.6333,13.44728, ,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,07/10/2022,09:23,nga:633fe327,13.44728,11.6333
930,Verified,GF/NPF fired small arms fire into the air as celebratory shots in their base. No casualties were reported.,06/10/2022,4th,18:00,Nigeria,nga,Borno,NG008,Dikwa,NG008008,Dikwa,NGA15147, , , , ,Minor Outpost or Camp (Any actor),12.034881,13.9187,GF Position,Government Forces,Army,Nigerian Army (NA), ,Unknown Actor, , , , , , , ,Accident,Celebratory Gunfire, , ,Perpetrated, , , ,07/10/2022,09:06,nga:633fe179,13.9187,12.034881
931,Verified,Ten OAG operatives approached a GF/NA position and surrendered. They handed over 10 rifles to GF.,06/10/2022,4th,17:00,Nigeria,nga,Borno,NG008,Abadam,NG008001,Mallam Fatori,NGA12505, , , , ,Minor Outpost or Camp (Any actor),13.674595,13.339517,GF Position,OAG,Unknown OAG (NGA), , ,Government Forces,Army,Nigerian Army (NA), , , , , ,Misc. Events,Surrender, , ,Perpetrated, , , ,09/10/2022,20:16,nga:6343217c,13.339517,13.674595
933,Verified,OAG operatives with rifles set up an informal VCP along the road. The operatives shot at a civilian vehicle after the driver refused to stop at the VCP. The driver managed to pass through the VCP.  No casualties or damage to the vehicle was reported.,06/10/2022,4th,13:00,Nigeria,nga,Borno,NG008,Nganzai,NG008026,Jigalta Lawanti,NGA23205, , , , ,Vehicle Check Point (VCP),12.60155,13.31856, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, ,MONGUNO - GAJIRAM RD, ,06/10/2022,15:18,nga:633ee682,13.31856,12.60155
935,Verified,GF/NA restricted vehicular along the road until 1500hrs. The restriction was linked to a GF operation while cutting overgrown grass by the roadside on Bama-Pulka road segment.,06/10/2022,4th,12:00,Nigeria,nga,Borno,NG008,Bama,NG008003,Firgi,NGA13226, , , , ,Road/Roadside,11.3934,13.7642, ,Government Forces,Army,Nigerian Army (NA), ,General Public,Other General Public, , , , , , ,Misc. Events,Other Misc. Events, , ,Perpetrated, ,BAMA - PULKA RD, ,06/10/2022,15:13,nga:633ee345,13.7642,11.3934
936,Verified,"GF/NSCDC, following a tip-off, arrested four male criminals who attempted to sell bad cow meat to civilians. During interrogation, the criminals confessed that they had found the dead cow on the outskirts of the town. GF recovered the meat and safely dis",06/10/2022,4th,12:00,Nigeria,nga,Borno,NG008,Jere/maiduguri,NG008013,Maiduguri,NGA21518, , , , ,N/A,11.7725,13.1361,Polo Sabon Gari,Government Forces,Para Military/PSC,Para-Military/PSC (NGA), ,Criminal,Individual Criminal(s), , , , , , ,Confine,Arrest (lawful), , ,Perpetrated, , , ,14/10/2022,10:19,nga:63492b9c,13.1361,11.7725
938,Verified,GF/NA on patrol recovered an OAG road-planted IED and safely disposed of it via a controlled detonation.,06/10/2022,4th,09:00,Nigeria,nga,Borno,NG008,Bama,NG008003,Firgi,NGA13226, , , , ,Road/Roadside,11.39352,13.76412, ,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Misc. Events,Controlled Detonation, , ,Perpetrated, ,BAMA - PULKA RD, ,07/10/2022,15:19,nga:634035ae,13.76412,11.39352
939,Verified,"GF/NA conducted a cordon and search operation following a tip-off on the presence of suspected OAG accomplices and logistics suppliers within the market. During the operation, GF arrested six male individuals and a female individual suspected to be OAG a",06/10/2022,4th,07:00,Nigeria,nga,Borno,NG008,Jere/maiduguri,NG008013,Molai,NGA100552, , , , ,"Public Commercial Facility (Hotel, Restaurant, Mall, Stadium)",11.7499,13.1012,Molai Market,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Confine,Cordon/Search Op, , ,Perpetrated, , , ,06/10/2022,12:11,nga:633eb9e8,13.1012,11.7499
940,Verified,GF/NA condoned off an IDP camp and conducted a search operation. GF shot and killed two OAG accomplices while attempting to flee during the operation and recovered illicit drugs from their shelters. The operation followed the arrest of an OAG operative w,06/10/2022,4th,06:00,Nigeria,nga,Borno,NG008,Jere/maiduguri,NG008013,Muna Dalti,NGA18496, , , , ,Refugee/IDP Camp,11.8658,13.25,Fadawo IDP Camp,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Confine,Cordon/Search Op, , ,Perpetrated, , , ,06/10/2022,17:24,nga:633f037f,13.25,11.8658
941,Verified,"A GF/NA light truck hit an OAG/ISWAP road-planted IED while in transit along the road. The resulting blast damaged the vehicle, killed one GF member and injured one other. ISWAP claimed the attack via Amaq on 07.10.2022.",06/10/2022,4th,06:00,Nigeria,nga,Borno,NG008,Bama,NG008003,Bolungu,NGA13118, , , , ,Road/Roadside,11.43491,13.79159, ,OAG,ISWAP, , ,Government Forces,Army,Nigerian Army (NA), , , , , ,Attack,Explosives,IED,Static,Perpetrated, ,BAMA - BANKI RD, ,07/10/2022,09:00,nga:633fe079,13.79159,11.43491
942,Verified,"Vigilante members following a tip-off trailed and apprehended one of the individuals that killed a male civilian during a robbery at Kankare villasge of Busari LGA, on 05.10.2022.",06/10/2022,4th,05:00,Nigeria,nga,Yobe,NG036,Bursari,NG036002,Daskun,NGADa1634744534359, , , , ,Population Centre Outskirts,12.8771,11.08225,Outskirts of the town,Government Forces,Para Military/PSC,Para-Military/PSC (NGA), ,Criminal,Individual Criminal(s), , , , , , ,Confine,Arrest (lawful), , ,Perpetrated, , , ,06/10/2022,16:34,nga:633ef885,11.08225,12.8771
943,Verified,OAG operatives armed with rifles and sticks infiltrated an IDP camp in the location and abducted a male IDP. The OAG operatives armed with rifles and sticks infiltrated an IDP camp in the location and abducted a male IDP. The operatives also hit and inju,06/10/2022,4th,05:00,Nigeria,nga,Borno,NG008,Jere/maiduguri,NG008013,Muna Dalti,NGA18496, , , , ,Refugee/IDP Camp,11.8658,13.25,Fadawo IDP Camp,OAG,Unknown OAG (NGA), , ,General Public,Identity Group,IDPs, , , , , ,Confine,Abduction,Kidnap, ,Perpetrated, , , ,06/10/2022,17:30,nga:633f05ac,13.25,11.8658
944,Verified,"OAG operatives with rifles arrived on motorcycles and attacked a GF/NA position, prompting GF to return fire. The armed clash lasted for several minutes until the operatives retreated. No casualties were reported.",05/10/2022,4th,20:00,Nigeria,nga,Borno,NG008,Ngala,NG008025,Ladari,NGA6f621d4801da97f0506e93744a766215, , , , ,Minor Outpost or Camp (Any actor),12.39455,14.19139,GF Position,OAG,Unknown OAG (NGA), , ,Government Forces,Army,Nigerian Army (NA), , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,06/10/2022,09:18,nga:633e925b,14.19139,12.39455
945,Verified,OAG operatives with rifles infiltrated the location and abducted a vigilante member from his residence. The incident followed the relocation of the vigilante from Biu town to the area.,05/10/2022,4th,20:00,Nigeria,nga,Borno,NG008,Biu,NG008005,Mandaragirau,NGA14232, , , , ,Private Residence,10.6942,12.3293, ,OAG,Unknown OAG (NGA), , ,Government Forces,Para Military/PSC,Para-Military/PSC (NGA), , , , , ,Confine,Abduction,Unresolved Abduction, ,Perpetrated, , , ,06/10/2022,14:43,nga:633eddd4,12.3293,10.6942
946,Verified,"OAG operatives with rifles set up an informal VCP along the road. They stopped several commercial vehicles in transit and robbed passengers of money and other valuables before allowing them to continue their journey. Additionally, they abducted a male bu",05/10/2022,4th,14:00,Nigeria,nga,Borno,NG008,Magumeri,NG008020,Karnowa,NGA20980, , , , ,Vehicle Check Point (VCP),12.14173,13.07345, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, ,MAIDUGURI - GAJIRAM RD, ,06/10/2022,10:58,nga:633ea94a,13.07345,12.14173
947,Verified,OAG operatives with rifles set up informal VCP along the road. They stopped several commercial vehicles in transit and robbed passengers of money and other valuables before allowing them to continue their journey. The operatives also fired shots at one c,05/10/2022,4th,14:00,Nigeria,nga,Borno,NG008,Gwoza,NG008011,Firgi,NGA100486, , , , ,Vehicle Check Point (VCP),11.26725,13.78501, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, ,BAMA - PULKA RD, ,06/10/2022,11:11,nga:633eaa2f,13.78501,11.26725
948,Verified,"OAG operatives with rifles set up an informal VCP along the road. They stopped several commercial vehicles in transit and robbed the travellers of money, mobile phones and other valuables before allowing them to continue their journey.",05/10/2022,4th,12:00,Nigeria,nga,Borno,NG008,Dikwa,NG008008,Gajibo,NGA15158, , , , ,Vehicle Check Point (VCP),12.11197,13.98744, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, ,NGALA - DIKWA RD, ,06/10/2022,09:39,nga:633e96b1,13.98744,12.11197
949,Verified,"GF/NAF conducted airstrikes against suspected OAG camps. The casualty figures were unknown. The airstrike was part of the ""Show No Mercy"" operation.",05/10/2022,4th,11:00,Nigeria,nga,Borno,NG008,Gwoza,NG008011,Kurana Bassa,NGA17193, , , , ,Minor Outpost or Camp (Any actor),11.065278,13.707611,Suspected OAG Camp,Government Forces,Airforce,Nigerian Air Force (NAF), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Platforms,Airstrike, ,Perpetrated, , , ,05/10/2022,14:28,nga:633d86d9,13.707611,11.065278
950,Verified,"GF/NA acting on a tip-off, arrested a herdsman suspected to be an OAG logistics supplier and recovered foodstuff.  The arrest happened shortly after the suspect bought foodstuff from the market.",05/10/2022,4th,08:00,Nigeria,nga,Borno,NG008,Kaga,NG008014,Benisheikh,NGA18633, , , , ,"Public Commercial Facility (Hotel, Restaurant, Mall, Stadium)",11.809189,12.491506,Benisheikh Market,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Confine,Arrest (lawful), , ,Perpetrated, , , ,05/10/2022,15:18,nga:633d941b,12.491506,11.809189
955,Verified,OAG operatives with rifles entered a farm on motorcycles and stole farm produce.,04/10/2022,4th,21:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Yaleri,NGA100629, , , , ,Farmland,11.6688,13.3925, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, , , ,05/10/2022,10:14,nga:633d4d81,13.3925,11.6688
958,Verified,"OAG operatives with rifles entered farmlands on foot, presumably to abduct civilians, prompting the civilians to flee.",04/10/2022,4th,16:00,Nigeria,nga,Borno,NG008,Askira/uba,NG008002,Huyum,NGA12790, , , , ,Farmland,10.768907,13.14579, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Confine,Abduction,Unresolved Abduction, ,Attempted, , , ,05/10/2022,17:24,nga:633db27a,13.14579,10.768907
960,Verified,"OAG operatives with rifles set up an informal VCP along the road. The operatives shot at a commercial vehicle in transit after the driver refused to stop. The shots partly damaged the vehicle, but the driver was able to drive through the VCP. Subsequentl",04/10/2022,4th,15:00,Nigeria,nga,Borno,NG008,Guzamala,NG008010,Ali Gambori,NGA16383, , , , ,Vehicle Check Point (VCP),12.6608,13.3722, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, ,MONGUNO - GAJIRAM RD, ,05/10/2022,10:28,nga:633d4fdd,13.3722,12.6608
962,Verified,A GF-escorted civilian convoy hit an OAG road-planted IED. The resulting blast damaged one commercial vehicle and injured seven civilians aboard.,03/10/2022,4th,15:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Bulabulin,NGA19263, , , , ,Road/Roadside,11.38721,12.91103, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Attack,Explosives,IED,Static,Perpetrated, ,MAIDUGURI - DAMBOA RD, ,04/10/2022,10:00,nga:633bf96e,12.91103,11.38721
963,Verified,"GF/NA acting on a tip-off, arrested a male individual suspected to be an OAG logistics supplier in a local market. The victim was arrested while selling cattle in the market.",03/10/2022,4th,15:00,Nigeria,nga,Borno,NG008,Kaga,NG008014,Benisheikh,NGA18633, , , , ,"Public Commercial Facility (Hotel, Restaurant, Mall, Stadium)",11.809189,12.491506,Benisheikh Market,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Confine,Arrest (lawful), , ,Perpetrated, , , ,05/10/2022,10:02,nga:633d48ea,12.491506,11.809189
964,Verified,"OAG operatives with rifles set up an informal VCP along the road. They stopped several commercial vehicles in transit and searched the passengers and the drivers before allowing them to continue their journey. During the VCP, the operatives abducted a dr",03/10/2022,4th,14:00,Nigeria,nga,Borno,NG008,Mobbar,NG008023,Kareto,NGA100685, , , , ,Vehicle Check Point (VCP),12.88361,12.50776, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Confine,Abduction,Kidnap, ,Perpetrated, ,DAMASAK - GUBIO RD, ,03/10/2022,17:31,nga:633b1123,12.50776,12.88361
965,Verified,"GF/NA, acting on a tip-off, arrested four individuals that soled fuel in jerricans and seized their fuel on suspicion that they were OAG logistics suppliers.",03/10/2022,4th,14:00,Nigeria,nga,Borno,NG008,Kaga,NG008014,Benisheikh,NGA18633, , , , ,Road/Roadside,11.80869,12.49172, ,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Confine,Arrest (lawful), , ,Perpetrated, , , ,05/10/2022,10:05,nga:633d4aef,12.49172,11.80869
